lig_Palmitico_2 vs lig_Palmitico_2_0001: 25.9804
lig_Palmitico_2 vs lig_Palmitico_2_0002: 9.7314
lig_Palmitico_2 vs lig_Palmitico_2_0003: 14.4161
lig_Palmitico_2 vs lig_Palmitico_2_0004: 11.0398
lig_Palmitico_2 vs lig_Palmitico_2_0005: 9.7446
lig_Palmitico_2 vs lig_Palmitico_2_0006: 11.4758
lig_Palmitico_2 vs lig_Palmitico_2_0007: 11.3564
lig_Palmitico_2 vs lig_Palmitico_2_0008: 24.7009
lig_Palmitico_2 vs lig_Palmitico_2_0009: 16.6909
lig_Palmitico_2 vs lig_Palmitico_2_0010: 10.7907
lig_Palmitico_2 vs lig_Palmitico_2_0011: 17.4563
lig_Palmitico_2 vs lig_Palmitico_2_0012: 7.5505
lig_Palmitico_2 vs lig_Palmitico_2_0013: 15.9639
lig_Palmitico_2 vs lig_Palmitico_2_0014: 5.5711
lig_Palmitico_2 vs lig_Palmitico_2_0015: 37.5583
lig_Palmitico_2 vs lig_Palmitico_2_0016: 7.5542
lig_Palmitico_2 vs lig_Palmitico_2_0017: 7.1954
lig_Palmitico_2 vs lig_Palmitico_2_0018: 15.5935
lig_Palmitico_2 vs lig_Palmitico_2_0019: 6.2837
lig_Palmitico_2 vs lig_Palmitico_2_0020: 6.7936
lig_Palmitico_2_0001 vs lig_Palmitico_2_0002: 21.6583
lig_Palmitico_2_0001 vs lig_Palmitico_2_0003: 30.3764
lig_Palmitico_2_0001 vs lig_Palmitico_2_0004: 24.6655
lig_Palmitico_2_0001 vs lig_Palmitico_2_0005: 21.6095
lig_Palmitico_2_0001 vs lig_Palmitico_2_0006: 22.5893
lig_Palmitico_2_0001 vs lig_Palmitico_2_0007: 23.7984
lig_Palmitico_2_0001 vs lig_Palmitico_2_0008: 3.9212
lig_Palmitico_2_0001 vs lig_Palmitico_2_0009: 38.5014
lig_Palmitico_2_0001 vs lig_Palmitico_2_0010: 20.6855
lig_Palmitico_2_0001 vs lig_Palmitico_2_0011: 43.1431
lig_Palmitico_2_0001 vs lig_Palmitico_2_0012: 27.4991
lig_Palmitico_2_0001 vs lig_Palmitico_2_0013: 37.2740
lig_Palmitico_2_0001 vs lig_Palmitico_2_0014: 25.7789
lig_Palmitico_2_0001 vs lig_Palmitico_2_0015: 62.4405
lig_Palmitico_2_0001 vs lig_Palmitico_2_0016: 29.0068
lig_Palmitico_2_0001 vs lig_Palmitico_2_0017: 27.0382
lig_Palmitico_2_0001 vs lig_Palmitico_2_0018: 36.7888
lig_Palmitico_2_0001 vs lig_Palmitico_2_0019: 26.0689
lig_Palmitico_2_0001 vs lig_Palmitico_2_0020: 28.4707
lig_Palmitico_2_0002 vs lig_Palmitico_2_0003: 9.6128
lig_Palmitico_2_0002 vs lig_Palmitico_2_0004: 11.6050
lig_Palmitico_2_0002 vs lig_Palmitico_2_0005: 2.5768
lig_Palmitico_2_0002 vs lig_Palmitico_2_0006: 10.2991
lig_Palmitico_2_0002 vs lig_Palmitico_2_0007: 10.7914
lig_Palmitico_2_0002 vs lig_Palmitico_2_0008: 20.9262
lig_Palmitico_2_0002 vs lig_Palmitico_2_0009: 26.1591
lig_Palmitico_2_0002 vs lig_Palmitico_2_0010: 3.9589
lig_Palmitico_2_0002 vs lig_Palmitico_2_0011: 24.6367
lig_Palmitico_2_0002 vs lig_Palmitico_2_0012: 15.7802
lig_Palmitico_2_0002 vs lig_Palmitico_2_0013: 24.3858
lig_Palmitico_2_0002 vs lig_Palmitico_2_0014: 12.0896
lig_Palmitico_2_0002 vs lig_Palmitico_2_0015: 41.2488
lig_Palmitico_2_0002 vs lig_Palmitico_2_0016: 15.6712
lig_Palmitico_2_0002 vs lig_Palmitico_2_0017: 14.7313
lig_Palmitico_2_0002 vs lig_Palmitico_2_0018: 24.2958
lig_Palmitico_2_0002 vs lig_Palmitico_2_0019: 13.9930
lig_Palmitico_2_0002 vs lig_Palmitico_2_0020: 15.4876
lig_Palmitico_2_0003 vs lig_Palmitico_2_0004: 14.5317
lig_Palmitico_2_0003 vs lig_Palmitico_2_0005: 10.0076
lig_Palmitico_2_0003 vs lig_Palmitico_2_0006: 14.3878
lig_Palmitico_2_0003 vs lig_Palmitico_2_0007: 14.2252
lig_Palmitico_2_0003 vs lig_Palmitico_2_0008: 29.6251
lig_Palmitico_2_0003 vs lig_Palmitico_2_0009: 29.0225
lig_Palmitico_2_0003 vs lig_Palmitico_2_0010: 11.1523
lig_Palmitico_2_0003 vs lig_Palmitico_2_0011: 22.0491
lig_Palmitico_2_0003 vs lig_Palmitico_2_0012: 20.6186
lig_Palmitico_2_0003 vs lig_Palmitico_2_0013: 27.4761
lig_Palmitico_2_0003 vs lig_Palmitico_2_0014: 17.8158
lig_Palmitico_2_0003 vs lig_Palmitico_2_0015: 34.3756
lig_Palmitico_2_0003 vs lig_Palmitico_2_0016: 20.1364
lig_Palmitico_2_0003 vs lig_Palmitico_2_0017: 20.0236
lig_Palmitico_2_0003 vs lig_Palmitico_2_0018: 27.5770
lig_Palmitico_2_0003 vs lig_Palmitico_2_0019: 19.8217
lig_Palmitico_2_0003 vs lig_Palmitico_2_0020: 20.1807
lig_Palmitico_2_0004 vs lig_Palmitico_2_0005: 11.6189
lig_Palmitico_2_0004 vs lig_Palmitico_2_0006: 4.4756
lig_Palmitico_2_0004 vs lig_Palmitico_2_0007: 3.4303
lig_Palmitico_2_0004 vs lig_Palmitico_2_0008: 23.4491
lig_Palmitico_2_0004 vs lig_Palmitico_2_0009: 24.4137
lig_Palmitico_2_0004 vs lig_Palmitico_2_0010: 10.5488
lig_Palmitico_2_0004 vs lig_Palmitico_2_0011: 22.0674
lig_Palmitico_2_0004 vs lig_Palmitico_2_0012: 14.6315
lig_Palmitico_2_0004 vs lig_Palmitico_2_0013: 25.9518
lig_Palmitico_2_0004 vs lig_Palmitico_2_0014: 15.5583
lig_Palmitico_2_0004 vs lig_Palmitico_2_0015: 41.3494
lig_Palmitico_2_0004 vs lig_Palmitico_2_0016: 16.7115
lig_Palmitico_2_0004 vs lig_Palmitico_2_0017: 16.4644
lig_Palmitico_2_0004 vs lig_Palmitico_2_0018: 25.3678
lig_Palmitico_2_0004 vs lig_Palmitico_2_0019: 15.4969
lig_Palmitico_2_0004 vs lig_Palmitico_2_0020: 15.9676
lig_Palmitico_2_0005 vs lig_Palmitico_2_0006: 10.0541
lig_Palmitico_2_0005 vs lig_Palmitico_2_0007: 11.3283
lig_Palmitico_2_0005 vs lig_Palmitico_2_0008: 20.5826
lig_Palmitico_2_0005 vs lig_Palmitico_2_0009: 26.2772
lig_Palmitico_2_0005 vs lig_Palmitico_2_0010: 5.3742
lig_Palmitico_2_0005 vs lig_Palmitico_2_0011: 24.4667
lig_Palmitico_2_0005 vs lig_Palmitico_2_0012: 15.0538
lig_Palmitico_2_0005 vs lig_Palmitico_2_0013: 24.5096
lig_Palmitico_2_0005 vs lig_Palmitico_2_0014: 12.5251
lig_Palmitico_2_0005 vs lig_Palmitico_2_0015: 41.4234
lig_Palmitico_2_0005 vs lig_Palmitico_2_0016: 16.0823
lig_Palmitico_2_0005 vs lig_Palmitico_2_0017: 14.2098
